City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Palmerston,AU,-12.486,130.9833,93.88,65,20,10.36,few clouds
347,Doha,QA,25.2867,51.5333,80.58,76,0,2.3,clear sky
348,Yeppoon,AU,-23.1333,150.7333,92.98,58,6,12.06,clear sky
349,Marsh Harbour,BS,26.5412,-77.0636,77.36,60,0,8.23,clear sky
350,Sharan,RU,54.8167,54.0,27.01,84,98,4.14,overcast clouds
351,Araouane,ML,18.9048,-3.5265,80.53,18,3,8.46,clear sky
352,Wajir,KE,1.7471,40.0573,76.28,75,85,13.67,overcast clouds
353,Esperance,AU,-33.8667,121.9,60.13,51,53,10.4,broken clouds
354,Norman Wells,CA,65.282,-126.8329,19.06,87,99,8.19,overcast clouds
355,Katsuura,JP,35.1333,140.3,63.12,53,38,4.5,scattered clouds
356,Portsoy,GB,57.6814,-2.6896,51.66,83,84,5.01,broken clouds
357,Belmonte,BR,-15.8631,-38.8828,72.09,88,18,3.27,few clouds
358,Lata,PT,40.1629,-8.3327,68.81,87,100,4.94,overcast clouds
359,Asau,RO,46.4333,26.4,40.12,91,2,4.36,clear sky
360,Oeiras Do Para,BR,-2.0031,-49.8544,74.37,89,100,1.61,overcast clouds
361,Pemangkat,ID,1.1667,108.9667,82.35,72,100,6.76,overcast clouds
362,Chokwe,MZ,-24.5333,32.9833,72.23,88,94,8.75,overcast clouds
363,Vaasa,FI,63.096,21.6158,40.28,100,100,5.75,fog
364,Kirakira,SB,-10.4544,161.9205,83.39,73,33,1.92,scattered clouds
365,Yanam,IN,16.7333,82.2167,82.78,64,0,5.64,clear sky
366,Vila,PT,42.0304,-8.1588,56.7,83,71,6.04,broken clouds
367,Hirtshals,DK,57.5881,9.9592,54.95,95,63,14.83,broken clouds
368,Jiazi,CN,22.8779,116.067,77.83,59,6,12.86,clear sky
369,Thinadhoo,MV,0.5333,72.9333,82.83,73,87,13.4,overcast clouds
370,Buraydah,SA,26.326,43.975,71.83,22,100,8.52,overcast clouds
371,Mayumba,GA,-3.432,10.6554,76.14,92,100,7.58,light rain
372,Vanavara,RU,60.34,102.2797,29.48,66,100,4.23,overcast clouds
373,Quelimane,MZ,-17.8786,36.8883,75.15,88,0,8.05,clear sky
374,Ciro Marina,IT,39.3732,17.126,68.7,60,17,8.37,few clouds
375,Sambava,MG,-14.2667,50.1667,72.43,75,96,7.14,overcast clouds
376,Cabedelo,BR,-6.9811,-34.8339,77.67,78,90,10.6,overcast clouds
377,Copiapo,CL,-27.3667,-70.3333,51.49,47,0,0.13,clear sky
378,Cabo San Lucas,MX,22.8909,-109.9124,74.5,73,2,9.31,clear sky
379,Talnakh,RU,69.4865,88.3972,7.3,96,100,8.34,overcast clouds
380,Saratoga Springs,US,43.0831,-73.7846,64.89,75,79,7.63,broken clouds
381,Kropotkin,RU,45.4375,40.5756,54.37,91,96,9.93,overcast clouds
382,Moerai,PF,-22.4333,-151.3333,71.6,76,42,14.7,scattered clouds
383,Nokaneng,BW,-19.6667,22.2667,72.54,57,95,8.21,light rain
384,Minas De Barroteran,MX,27.6333,-101.2833,65.75,46,7,4.94,clear sky
385,Yatou,CN,37.15,122.3833,60.71,66,20,13.31,few clouds
386,Vestmannaeyjar,IS,63.4427,-20.2734,41.58,77,76,11.3,broken clouds
387,Bereda,ES,43.2686,-7.5406,58.78,87,25,5.75,scattered clouds
388,Batagay-Alyta,RU,67.8006,130.4114,11.95,84,100,4.09,overcast clouds
389,Kiunga,PG,-6.1219,141.2906,87.19,66,99,1.95,overcast clouds
390,Chanika,TZ,-5.4167,38.0167,66.83,89,89,3.53,overcast clouds
391,Ruteng,ID,-8.6136,120.4721,76.87,56,92,0.45,overcast clouds
392,Martapura,ID,-3.4167,114.85,78.89,89,75,6.91,broken clouds
393,Mao,ES,39.8885,4.2658,68.56,100,100,3.44,overcast clouds
394,Norsup,VU,-16.0667,167.3833,83.43,70,19,1.7,few clouds
395,Alakurtti,RU,66.9672,30.3491,29.44,90,58,2.8,broken clouds
396,Uyuni,BO,-20.4597,-66.825,43.95,10,0,6.71,clear sky
397,Tuatapere,NZ,-46.1333,167.6833,50.18,96,100,5.32,heavy intensity rain
398,Lahat,ID,-3.8,103.5333,84.81,64,100,2.37,light rain
399,Nsanje,MW,-16.92,35.262,75.69,63,0,4.56,clear sky
400,Kumphawapi,TH,17.1087,103.0149,87.69,66,67,7.09,broken clouds
401,Lorengau,PG,-2.0226,147.2712,86.67,64,40,9.93,scattered clouds
402,Jiangyou,CN,31.7667,104.7167,62.56,91,100,3.49,overcast clouds
403,Pamekasan,ID,-7.1568,113.4746,81.63,76,100,4.54,overcast clouds
404,Cap Malheureux,MU,-19.9842,57.6142,74.46,71,71,3.0,broken clouds
405,Tateyama,JP,34.9833,139.8667,61.93,53,40,1.86,scattered clouds
406,Port-Cartier,CA,50.0334,-66.8654,55.62,99,100,7.76,moderate rain
407,Poya,NC,-21.35,165.15,81.14,64,52,6.82,broken clouds
408,Axim,GH,4.8699,-2.2405,77.05,90,100,5.41,light rain
409,Lompoc,US,34.6391,-120.4579,56.59,76,0,14.97,clear sky
410,Ambon,ID,-3.6954,128.1814,87.94,70,20,5.75,few clouds
411,La Rioja,ES,42.25,-2.5,56.98,54,100,8.93,overcast clouds
412,Waipawa,NZ,-41.4122,175.5153,62.33,63,81,8.97,broken clouds
413,Shingu,JP,33.7333,135.9833,66.25,46,100,4.59,overcast clouds
414,Maragogi,BR,-9.0122,-35.2225,75.97,80,97,6.73,overcast clouds
415,Opuwo,NA,-18.0607,13.84,67.39,36,8,3.18,clear sky
416,Maues,BR,-3.3836,-57.7186,78.33,82,100,2.71,overcast clouds
417,Digby,CA,44.6169,-65.7655,63.03,98,100,10.83,overcast clouds
418,Ola,RU,59.5833,151.2833,26.15,65,4,4.12,clear sky
419,Manali,IN,13.1667,80.2667,78.89,71,47,10.0,scattered clouds
420,Urbano Santos,BR,-3.2078,-43.4036,72.81,96,100,2.37,overcast clouds
421,Sheregesh,RU,52.9209,87.9869,37.94,64,96,2.91,overcast clouds
422,Champerico,GT,14.3,-91.9167,80.69,81,83,2.1,broken clouds
423,Hit,IQ,33.6416,42.8251,70.63,52,56,10.54,broken clouds
424,Whitianga,NZ,-36.8333,175.7,64.13,60,100,10.0,overcast clouds
425,Beloha,MG,-25.1667,45.05,69.67,88,16,4.23,few clouds
426,Pangnirtung,CA,66.1451,-65.7125,29.66,96,100,7.34,snow
427,Roma,US,43.2128,-75.4557,58.87,94,100,4.61,overcast clouds
428,Balingasay,PH,16.3573,119.8564,82.04,70,99,1.88,overcast clouds
429,Northam,GB,51.0333,-4.2167,60.39,95,100,15.3,light rain
430,Zyryanskoye,RU,56.8306,86.6258,33.75,96,100,7.29,snow
431,La Asuncion,VE,11.0333,-63.8628,77.68,86,100,5.26,overcast clouds
432,Fare,PF,-16.7,-151.0167,72.73,78,100,18.25,light rain
433,Santa Isabel,BR,-23.3156,-46.2214,67.3,94,0,1.9,clear sky
434,Carora,VE,10.1755,-70.0827,73.78,87,98,1.07,overcast clouds
435,Chifeng,CN,42.2683,118.9636,40.98,23,0,2.59,clear sky
436,Moshi,TZ,-3.35,37.3333,65.98,83,79,3.51,broken clouds
437,Pervomayskiy,RU,53.2485,40.2871,38.71,92,100,13.98,overcast clouds
438,Solginskiy,RU,61.05,41.3428,35.96,93,100,10.18,overcast clouds
439,Kaoma,ZM,-14.7833,24.8,66.92,54,57,4.23,broken clouds
440,Devrek,TR,41.2192,31.9558,55.42,90,89,1.5,overcast clouds
441,La Ronge,CA,55.1001,-105.2842,37.65,81,100,14.97,overcast clouds
442,Zhanakorgan,KZ,43.9098,67.2495,42.46,70,57,5.3,broken clouds
443,Seoul,KR,37.5683,126.9778,63.79,48,0,8.05,clear sky
444,Touros,BR,-5.1989,-35.4608,76.89,77,69,10.51,broken clouds
445,Jaciara,BR,-15.9653,-54.9683,76.66,60,30,4.09,scattered clouds
446,Grindavik,IS,63.8424,-22.4338,39.67,87,0,10.36,clear sky
447,Ningxiang,CN,37.34,111.2052,53.53,59,71,10.04,broken clouds
448,Longhua,CN,23.6137,114.1919,86.25,45,6,1.92,clear sky
449,Moranbah,AU,-22.0016,148.0466,97.43,30,59,14.36,broken clouds
450,Ambilobe,MG,-13.2,49.05,70.81,68,49,3.69,scattered clouds
451,Tammisaari,FI,59.9736,23.4339,46.9,95,44,6.6,scattered clouds
452,Itoman,JP,26.1247,127.6694,82.78,65,40,19.57,scattered clouds
453,Houma,US,29.5958,-90.7195,55.99,89,0,0.0,clear sky
454,Lyngdal,NO,58.1376,7.07,54.9,90,71,8.43,broken clouds
455,Hobyo,SO,5.3505,48.5268,79.03,83,99,8.3,light rain
456,Kavieng,PG,-2.5744,150.7967,84.02,72,100,6.2,light rain
457,Aksu,CN,41.1231,80.2644,53.96,27,2,4.23,clear sky
458,Pacific Grove,US,36.6177,-121.9166,58.01,81,0,21.99,clear sky
459,Richards Bay,ZA,-28.783,32.0377,67.23,81,94,3.18,overcast clouds
460,Mpika,ZM,-11.8343,31.4529,62.64,57,6,4.97,clear sky
461,Pilot Butte,CA,50.4668,-104.4178,33.42,86,0,14.97,clear sky
462,Bethel,US,41.3712,-73.414,63.52,76,0,5.75,clear sky
463,Porto Walter,BR,-8.2686,-72.7439,75.94,87,31,2.55,scattered clouds
464,Khandyga,RU,62.6667,135.6,20.89,92,100,5.68,overcast clouds
465,General Pico,AR,-35.6566,-63.7568,58.82,28,0,9.19,clear sky
466,Sabha,LY,27.0377,14.4283,63.45,44,0,9.44,clear sky
467,Klaksvik,FO,62.2266,-6.589,49.12,96,100,5.84,overcast clouds
468,Saint-Georges,GD,12.0564,-61.7485,82.08,83,40,11.5,scattered clouds
469,Abu Dhabi,AE,24.4667,54.3667,77.02,65,0,1.14,clear sky
470,Rio Gallegos,AR,-51.6226,-69.2181,53.65,26,100,19.57,dust
471,Vizinga,RU,61.0749,50.1031,30.27,89,100,11.5,overcast clouds
472,Rognan,NO,67.0953,15.3878,38.05,96,100,3.51,overcast clouds
473,Mount Isa,AU,-20.7333,139.5,91.17,38,8,10.36,clear sky
474,Veraval,IN,20.9,70.3667,77.85,64,1,7.83,clear sky
475,Nipawin,CA,53.3668,-104.0009,33.84,93,100,16.11,overcast clouds
476,Santander Jimenez,MX,24.2167,-98.4667,68.63,78,6,5.61,clear sky
477,Chupa,RU,66.27,33.0549,30.6,90,67,4.16,broken clouds
478,Troutdale,US,45.5393,-122.3873,50.0,93,100,5.01,overcast clouds
479,Locri,IT,38.2414,16.2623,70.32,45,4,6.2,clear sky
480,Oranjestad,AW,12.524,-70.027,80.55,87,20,3.44,few clouds
481,Moose Factory,CA,51.2585,-80.6094,33.8,93,75,6.91,broken clouds
482,Amzya,RU,56.2354,54.3868,27.54,77,74,4.03,broken clouds
483,Morag,PL,53.9171,19.926,47.64,93,98,5.79,overcast clouds
484,Weinan,CN,34.5036,109.5089,62.69,57,100,6.11,overcast clouds
485,Khorixas,NA,-20.3667,14.9667,63.9,51,2,2.24,clear sky
486,Forestville,US,38.8451,-76.875,61.66,69,40,10.36,scattered clouds
487,Abrau-Dyurso,RU,44.69,37.59,54.86,77,29,7.54,scattered clouds
488,Pisco,PE,-13.7,-76.2167,60.03,82,12,2.3,mist
489,North Platte,US,41.1239,-100.7654,49.37,53,0,18.01,clear sky
490,Qunduz,AF,36.729,68.857,60.62,64,7,1.1,clear sky
491,Fram,PY,-26.9833,-55.8833,66.79,98,100,4.25,overcast clouds
492,Milkovo,RU,54.7167,158.6167,43.79,52,37,10.11,scattered clouds
493,Manaure,CO,11.7751,-72.4445,80.91,78,100,8.43,overcast clouds
494,Kirkuk,IQ,35.4681,44.3922,73.49,42,98,9.98,overcast clouds
495,Bull Savanna,JM,17.8868,-77.5902,74.84,83,100,6.6,overcast clouds
496,Rio Grande,BR,-32.035,-52.0986,65.19,95,100,13.31,moderate rain
497,Hovd,MN,48.0056,91.6419,34.88,46,100,1.97,overcast clouds
498,Sangar,RU,63.9242,127.4739,16.61,94,100,10.67,snow
499,Bururi,BI,-3.85,29.6333,59.92,74,95,2.01,overcast clouds
500,Krasnaya Gora,RU,52.9995,31.6023,47.16,88,97,6.15,overcast clouds
501,Dukat,RU,62.55,155.55,6.21,86,30,3.69,scattered clouds
502,Porto-Vecchio,FR,41.591,9.2795,64.06,94,100,9.22,overcast clouds
503,Anadyr,RU,64.75,177.4833,12.7,78,75,17.9,broken clouds
504,Bardzrashen,AM,40.0853,44.5796,37.69,93,62,1.14,broken clouds
505,Birsk,RU,55.4211,55.5428,26.11,79,33,3.11,scattered clouds
506,Hamilton,US,39.1834,-84.5333,49.8,78,100,4.61,overcast clouds
507,Wenling,CN,28.3669,121.36,65.55,91,100,10.78,overcast clouds
508,Mega,ET,4.05,38.3,61.65,77,76,5.46,broken clouds
509,Harper,LR,4.375,-7.7169,77.0,88,91,5.03,overcast clouds
510,Bumba,CD,2.1833,22.4667,70.03,99,97,1.57,moderate rain
511,Mount Gambier,AU,-37.8333,140.7667,58.91,88,100,19.57,overcast clouds
512,Bambanglipuro,ID,-7.95,110.2833,79.83,72,97,8.41,overcast clouds
513,Yerofey Pavlovich,RU,53.9667,121.9667,32.92,45,5,3.44,clear sky
514,Swift Current,CA,50.2834,-107.8014,32.94,79,44,10.98,scattered clouds
515,Sao Filipe,CV,14.8961,-24.4956,79.14,77,100,6.55,overcast clouds
516,Cockburn Town,TC,21.4612,-71.1419,80.24,66,5,5.48,clear sky
517,Kapoeta,SS,4.7717,33.5903,77.94,63,99,3.13,overcast clouds
518,Sulphur,US,30.2366,-93.3774,53.58,75,0,3.44,clear sky
519,Slavuta,UA,50.3016,26.8651,43.84,96,35,5.48,scattered clouds
520,Kholm-Zhirkovskiy,RU,55.5189,33.4731,42.04,93,100,4.27,overcast clouds
521,Kununurra,AU,-15.7667,128.7333,103.98,16,11,12.66,few clouds
522,Tortoli,IT,39.9256,9.6572,66.02,72,0,6.91,clear sky
523,Batticaloa,LK,7.7102,81.6924,81.97,62,27,4.29,scattered clouds
524,Sobralinho,PT,38.917,-9.0266,69.73,91,75,13.8,broken clouds
525,Puteyets,RU,65.1716,57.091,28.02,89,100,13.4,overcast clouds
526,Izumo,JP,35.3667,132.7667,64.35,67,75,4.61,broken clouds
527,Vidalia,US,32.2177,-82.4135,60.75,72,0,6.91,clear sky
528,Namatanai,PG,-3.6667,152.4333,84.38,70,100,3.83,light rain
529,Terebovlya,UA,49.3019,25.71,45.93,93,57,5.48,broken clouds
530,Teguise,ES,29.0605,-13.564,66.42,88,75,5.75,broken clouds
531,Biograd Na Moru,HR,43.9433,15.4519,60.76,80,0,5.86,clear sky
532,Harer,ET,9.3094,42.1258,57.16,84,16,0.43,few clouds
533,Chapais,CA,49.7834,-74.8492,56.98,92,94,8.03,overcast clouds
534,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,46,40,15.66,scattered clouds
535,Matara,LK,5.9485,80.5353,77.36,81,96,5.32,overcast clouds
536,Hirado,JP,33.3597,129.5531,70.39,52,100,1.72,light rain
537,Palmares Do Sul,BR,-30.2578,-50.5097,66.78,95,100,8.1,heavy intensity rain
538,Gimbi,ET,9.1667,35.8333,54.41,94,97,1.52,overcast clouds
539,Rancho Palos Verdes,US,33.7445,-118.387,64.08,78,7,1.99,clear sky
540,Loukhi,RU,66.0764,33.0381,27.19,95,46,4.27,scattered clouds
541,Sueyoshi,JP,31.65,131.0167,69.49,52,93,3.83,overcast clouds
542,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.2,72,20,7.76,few clouds
543,Vostok,RU,46.4856,135.8833,38.17,96,100,2.48,overcast clouds
544,Palmer,US,42.1584,-72.3287,65.01,83,75,9.22,broken clouds
545,Abaza,RU,52.655,90.0928,41.31,39,99,2.53,overcast clouds
546,Shaoguan,CN,24.8,113.5833,85.5,36,23,4.23,few clouds
547,Castletown,IE,53.0281,-9.0686,55.89,92,100,12.35,overcast clouds
548,Krasnoarmeysk,RU,51.0239,45.6969,33.46,97,100,16.55,light snow
549,Khandbari,NP,27.3747,87.2039,66.38,73,36,1.72,scattered clouds
550,Hirara,JP,24.8,125.2833,77.27,83,75,9.22,broken clouds
551,Ekuvukeni,ZA,-28.4675,30.1551,59.36,92,70,1.92,broken clouds
552,Seydi,TM,39.4816,62.9137,48.56,57,0,5.68,clear sky
553,Byron Bay,AU,-28.65,153.6167,91.71,59,81,8.19,broken clouds
554,Kestel,TR,40.1983,29.2124,44.08,91,93,5.28,overcast clouds
555,Ahipara,NZ,-35.1667,173.1667,67.8,56,75,9.86,broken clouds
556,Ayr,GB,55.4627,-4.6339,55.31,87,0,10.36,clear sky
557,Ippy,CF,6.2679,21.2247,68.97,81,36,3.87,scattered clouds
558,Pandaria,IN,22.2333,81.4167,71.73,51,0,1.7,clear sky
559,Progreso,MX,21.2833,-89.6667,78.91,86,21,7.61,few clouds
560,Visakhapatnam,IN,17.69,83.2093,82.29,69,20,3.44,haze
561,Jos,NG,9.9167,8.9,62.31,49,22,4.68,few clouds
562,Dolores,AR,-36.3132,-57.6792,55.06,95,11,9.53,moderate rain
563,Sorland,NO,67.667,12.6934,42.66,64,100,7.43,overcast clouds
564,Aleysk,RU,52.4926,82.7822,45.41,81,100,20.92,overcast clouds
565,Menongue,AO,-14.6585,17.691,62.64,90,100,3.74,light rain
566,Port Keats,AU,-14.25,129.55,91.2,52,25,11.61,scattered clouds
567,Mae Ramat,TH,16.984,98.5166,88.81,81,40,2.55,scattered clouds
568,Islamkot,PK,24.6997,70.177,77.83,72,0,7.36,clear sky
569,Owo,NG,7.1962,5.5868,70.54,97,44,1.34,scattered clouds
570,La Paz,BO,-16.5,-68.15,51.78,21,40,2.3,scattered clouds
571,Sal Rei,CV,16.1833,-22.9167,77.7,84,99,13.94,overcast clouds
572,Rio De Jesus,PA,7.9844,-81.1631,73.94,96,87,3.29,overcast clouds
573,Kusti,SD,13.1629,32.6635,78.69,21,56,12.48,broken clouds
574,Puerto Ayacucho,VE,5.6639,-67.6236,77.25,85,76,2.86,broken clouds
575,Batagay,RU,67.6333,134.6333,11.35,80,100,5.53,overcast clouds
576,Igarka,RU,67.4667,86.5833,12.78,96,99,9.73,overcast clouds
577,Umba,RU,66.6871,34.3429,33.21,85,100,6.29,overcast clouds
578,Imeni Poliny Osipenko,RU,52.4201,136.4853,38.21,57,10,10.63,clear sky
579,San Cristobal,VE,7.7669,-72.225,69.98,87,94,2.24,overcast clouds
580,Banda Aceh,ID,5.5577,95.3222,82.47,74,100,11.14,very heavy rain
581,Gladstone,AU,-23.85,151.25,93.13,40,0,11.5,clear sky
582,Sur,OM,22.5667,59.5289,81.09,51,0,1.72,clear sky
583,Mongomo,GQ,1.6274,11.3135,67.5,99,100,0.56,light rain
584,Homer,US,59.6425,-151.5483,35.8,77,0,3.44,clear sky
585,Sibolga,ID,1.7427,98.7792,79.03,85,100,0.89,light rain
586,Shirokiy,RU,49.758,129.523,40.23,41,0,16.02,clear sky
587,Gubkinskiy,RU,64.434,76.5026,15.94,92,27,11.83,scattered clouds
588,Katobu,ID,-4.9408,122.5276,90.01,54,80,4.76,broken clouds
589,Abha,SA,18.2164,42.5053,50.25,28,0,0.0,clear sky
590,Kingsville,US,27.5159,-97.8561,66.15,62,0,5.75,clear sky
591,Olafsvik,IS,64.8945,-23.7142,41.97,81,27,5.95,scattered clouds
592,Kaa-Khem,RU,51.6833,94.7333,32.94,34,100,2.33,overcast clouds
593,Usinsk,RU,65.9939,57.5281,27.73,90,100,21.3,overcast clouds
594,Robertsport,LR,6.7533,-11.3686,80.1,81,84,7.02,light rain
595,Dudinka,RU,69.4058,86.1778,10.0,96,94,11.23,overcast clouds
596,Tual,ID,-5.6667,132.75,84.07,69,100,6.31,overcast clouds
597,Akyab,MM,20.15,92.9,77.92,67,6,7.45,clear sky
598,Bairiki,KI,1.3292,172.9752,82.4,83,75,6.91,light intensity shower rain
599,Kudahuvadhoo,MV,2.6708,72.8944,81.27,77,68,8.41,broken clouds
600,North Adams,US,42.7009,-73.1087,65.73,76,100,11.5,overcast clouds
601,Kamina,CD,-8.7386,24.9906,62.65,95,100,2.51,overcast clouds
602,Irbeyskoye,RU,55.6428,95.4522,36.34,41,24,3.51,few clouds
603,Mackay,AU,-21.15,149.2,82.76,72,45,12.46,scattered clouds
604,Waverly,US,42.7392,-84.6208,44.76,72,100,8.05,overcast clouds
605,Gamba,GA,-2.65,10.0,76.33,91,68,3.94,light rain
606,Praia,CV,14.9215,-23.5087,77.54,83,20,12.66,few clouds
607,Portland,US,45.5234,-122.6762,50.61,91,100,5.01,overcast clouds
608,Kaili,ID,-3.4626,120.2147,74.25,82,100,1.61,overcast clouds
609,Linxia,CN,35.6003,103.2064,54.84,67,56,3.02,broken clouds
610,Ballina,AU,-28.8667,153.5667,91.78,62,70,6.49,broken clouds
611,Harbour Breton,CA,47.4833,-55.7983,54.72,97,100,7.45,overcast clouds
612,Vardo,NO,70.3705,31.1107,31.98,100,100,4.61,overcast clouds
613,Buinsk,RU,54.95,48.2833,32.5,77,100,7.23,overcast clouds
614,Terra Santa,BR,-2.1042,-56.4869,77.81,77,100,3.22,overcast clouds
615,Thiruvananthapuram,IN,8.4833,76.9167,84.18,74,75,3.44,haze
616,Basco,PH,20.4487,121.9702,80.19,67,99,23.49,overcast clouds
617,Sola,VU,-13.8833,167.55,81.57,71,19,5.84,few clouds
618,Alofi,NU,-19.0595,-169.9187,75.09,83,100,10.36,overcast clouds
619,Bluefields,NI,12.0137,-83.7635,78.62,82,98,5.66,overcast clouds
620,Goiatuba,BR,-18.0125,-49.3547,75.43,50,23,5.26,few clouds
621,Dezhou,CN,37.4486,116.2925,63.7,49,13,12.62,few clouds
622,Acajutla,SV,13.5928,-89.8275,78.93,85,85,4.63,overcast clouds
623,Ust-Tsilma,RU,65.441,52.1498,29.41,96,100,8.21,light snow
624,Matadi,CD,-5.8167,13.45,76.95,89,100,2.26,overcast clouds
625,Kalga,RU,50.9251,118.898,36.03,28,0,5.23,clear sky
626,Carauari,BR,-4.8828,-66.8958,76.75,90,89,3.24,overcast clouds
627,Conceicao Da Barra,BR,-18.5933,-39.7322,71.02,89,0,4.21,clear sky
628,Kargasok,RU,59.0556,80.8572,29.34,95,100,11.7,light snow
629,Olinda,BR,-8.0089,-34.8553,78.53,73,75,5.75,broken clouds
630,Mersing,MY,2.4312,103.8405,85.91,74,40,4.61,light rain
631,Sire,NG,12.9299,5.2043,75.31,22,24,9.62,few clouds
632,Sioux Lookout,CA,50.1001,-91.917,32.07,80,100,6.91,overcast clouds
633,Zavetnoye,RU,47.1194,43.8903,47.43,80,100,19.91,light rain
634,Zyryanovsk,KZ,49.7386,84.2719,37.58,96,100,1.48,overcast clouds
635,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.05,95,99,1.12,overcast clouds
636,Duku,NG,11.2361,4.9073,73.17,37,16,5.35,few clouds
637,Ayan,RU,56.45,138.1667,35.73,44,0,10.89,clear sky
638,Palu,ID,-0.8917,119.8707,77.52,94,100,3.06,heavy intensity rain
639,Jiwani,PK,25.05,61.7417,83.34,40,0,10.27,clear sky
640,Wucheng,CN,29.6008,118.175,58.96,90,100,2.39,overcast clouds
641,Sudak,UA,44.85,34.9667,57.61,71,23,9.84,few clouds
642,Llanes,ES,43.4198,-4.7549,73.89,55,99,9.62,overcast clouds
643,Gushikawa,JP,26.3544,127.8686,81.99,62,40,19.57,scattered clouds
644,Doctor Cecilio Baez,PY,-25.05,-56.3167,70.97,92,100,5.7,light rain
645,Istisu,AZ,40.9457,48.0738,39.87,61,100,3.51,overcast clouds
646,Kerman,IR,30.2832,57.0788,44.46,36,0,4.61,clear sky
647,Acari,PE,-15.4311,-74.6158,65.34,74,44,4.0,scattered clouds
648,Kutum,SD,14.2,24.6667,64.33,33,67,7.2,broken clouds
649,Tadine,NC,-21.55,167.8833,78.28,69,43,8.88,scattered clouds
650,Wao,PH,7.6833,124.6833,73.63,85,100,2.73,overcast clouds
651,Gobabis,NA,-22.45,18.9667,69.75,42,16,3.71,few clouds
652,Samarai,PG,-10.6167,150.6667,84.49,63,4,10.8,clear sky
653,Natal,BR,-5.795,-35.2094,77.22,83,20,5.75,few clouds
654,Pundaguitan,PH,6.3711,126.1689,84.6,69,91,8.97,overcast clouds
655,Vanimo,PG,-2.6741,141.3028,85.77,67,98,7.43,overcast clouds
656,Jan Kempdorp,ZA,-27.9225,24.8305,68.59,33,35,8.03,scattered clouds
657,Saint Anthony,US,45.0205,-93.218,45.19,71,0,6.91,clear sky
658,Tarogong,ID,-7.1902,107.8874,84.94,66,57,2.19,light rain
659,Aripuana,BR,-9.1667,-60.6333,79.0,74,98,1.88,overcast clouds
660,Sedan,FR,49.6667,5.0,56.71,93,59,4.61,broken clouds
661,Japura,ID,-0.3167,102.35,78.48,85,100,3.53,overcast clouds
662,Kazerun,IR,29.6195,51.6541,69.67,29,67,3.11,broken clouds
663,Christchurch,NZ,-43.5333,172.6333,55.9,68,75,11.5,light rain
664,Porto Novo,BJ,6.4965,2.6036,78.62,88,46,2.35,scattered clouds
665,Nagua,DO,19.3832,-69.8474,74.46,87,30,2.64,scattered clouds
666,Nioki,CD,-2.7167,17.6833,68.0,98,100,2.39,light rain
667,Omboue,GA,-1.5746,9.2618,76.66,91,100,4.56,light rain
668,Sokoni,TZ,-6.4333,39.55,77.83,77,78,11.12,broken clouds
669,Beringovskiy,RU,63.05,179.3167,22.86,66,60,27.81,broken clouds
670,Beldanga,IN,23.9333,88.25,79.21,62,10,4.25,clear sky
671,Keti Bandar,PK,24.1447,67.4497,79.54,76,0,5.59,clear sky
672,Inhambane,MZ,-23.865,35.3833,76.98,88,40,3.44,scattered clouds
673,Uni,RU,57.7535,51.4923,26.76,88,96,9.04,overcast clouds
674,Altay,CN,47.8667,88.1167,43.9,58,95,0.92,overcast clouds
675,Dalby,AU,-27.1833,151.2667,93.97,27,0,5.99,clear sky
676,Gazojak,TM,41.1875,61.4036,45.63,72,17,6.98,few clouds
677,Grand Gaube,MU,-20.0064,57.6608,75.6,71,78,3.0,broken clouds
678,Novorudnyy,RU,51.5026,58.1873,27.73,77,10,3.24,clear sky
679,Sobolevo,RU,54.4299,31.8996,46.29,92,99,5.03,overcast clouds
680,Ciudad Bolivar,VE,8.1222,-63.5497,79.36,82,95,5.12,overcast clouds
681,Princeton,US,25.5384,-80.4089,77.02,87,0,0.0,clear sky
