City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
535,Stornoway,GB,58.2093,-6.3865,54.03,87,75,6.91
536,Ihosy,MG,-22.4,46.1167,68.23,78,29,11.12
537,Tessalit,ML,20.1986,1.0114,93.9,12,35,11.21
538,Tadine,NC,-21.55,167.8833,69.49,74,74,10.76
539,Balsas,BR,-7.5325,-46.0356,103.53,18,75,7.05
540,Qobustan,AZ,40.0824,49.412,67.82,70,94,9.17
541,Ternate,ID,0.8,127.4,81.79,78,100,3.47
542,Rossland,CA,49.0831,-117.8022,46.92,48,56,1.16
543,Purgstall,AT,48.0584,15.1348,57.09,80,30,3.56
544,Shache,CN,38.4167,77.2406,54.72,20,92,4.92
545,Saint Anthony,US,45.0205,-93.218,50.67,47,0,9.22
546,Solnechnyy,RU,50.7214,136.6319,37.54,58,96,5.37
547,Ola,RU,59.5833,151.2833,19.89,64,11,8.05
548,Teya,RU,60.3778,92.6267,34.77,85,100,5.93
549,Swift Current,CA,50.2834,-107.8014,50.81,40,0,13.8
550,Billings,US,45.7833,-108.5007,60.51,35,20,17.27
551,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,69,100,11.48
552,Danjiangkou,CN,32.5428,111.5086,60.91,34,15,2.35
553,Merauke,ID,-8.4667,140.3333,80.78,82,100,5.75
554,Wanaka,NZ,-44.7,169.15,34.07,83,34,6.82
555,Moche,PE,-8.1711,-79.0092,60.98,82,100,11.5
556,Gaogou,CN,34.0175,119.1886,55.76,76,100,6.53
557,Vitanesti,RO,44.0,25.4167,54.03,51,1,7.31
558,Dabhol,IN,17.6,73.1667,77.95,88,82,5.01
559,Lata,PT,40.1629,-8.3327,66.07,78,100,11.39
560,Lagos,NG,6.5833,3.75,73.72,74,37,7.09
561,Kurilsk,RU,45.2333,147.8833,50.04,70,51,20.62
562,Davila,PH,18.4726,120.5763,76.98,85,64,15.41
563,Ibia,BR,-19.4783,-46.5389,85.91,24,24,9.75
564,Huainan,CN,32.6264,116.9969,61.77,65,97,7.27
565,Opuwo,NA,-18.0607,13.84,89.82,20,81,9.73
566,Maun,BW,-19.9833,23.4167,91.36,29,20,9.22
567,Bilibino,RU,68.0546,166.4372,13.87,97,100,1.79
568,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,74,40,5.75
569,Santa Isabel,BR,-23.3156,-46.2214,81.7,39,63,1.52
570,San Andres,CO,12.5847,-81.7006,87.82,70,20,10.36
571,Zapolyarnyy,RU,69.4154,30.8136,31.28,66,90,25.84
572,Pundaguitan,PH,6.3711,126.1689,83.05,75,100,7.65
573,Owen Sound,CA,44.5672,-80.9435,38.97,91,100,8.01
574,Sawtell,AU,-30.3833,153.1,69.82,83,75,14.97
575,Hanyang,CN,32.1371,105.5126,60.08,52,22,4.0
576,Te Anau,NZ,-45.4167,167.7167,32.74,94,28,2.28
577,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,103.28,18,31,7.34
578,Flinders,AU,-34.5833,150.8552,66.38,93,100,4.0
579,Alyangula,AU,-13.8483,136.4192,82.8,75,52,13.87
580,Balaipungut,ID,1.05,101.2833,75.74,83,100,1.63
581,Tocopilla,CL,-22.092,-70.1979,66.78,64,8,6.55
582,Kuchera,IN,26.9839,73.9719,79.88,25,27,8.34
583,Novoagansk,RU,61.9449,76.6625,37.53,96,100,8.5
584,Agadir,MA,30.4202,-9.5982,90.05,36,46,6.96
585,Gazimurskiy Zavod,RU,51.5461,118.3266,30.88,67,100,3.27
586,Sakakah,SA,29.9697,40.2064,89.17,23,90,7.81
587,Sonari,IN,27.0667,95.0333,69.46,96,0,2.28
588,Skovorodino,RU,53.9833,123.9167,27.52,86,3,3.36
589,Wattegama,LK,6.7989,81.4808,76.42,91,100,2.46
590,Hirara,JP,24.8,125.2833,78.51,71,98,22.19
591,Najran,SA,17.4924,44.1277,79.45,16,17,8.77
592,Bose,IT,45.4612,8.0137,67.21,78,100,2.84
593,Evensk,RU,61.95,159.2333,13.1,73,79,8.77
594,Houma,US,29.5958,-90.7195,64.0,43,0,2.66
595,Aden,YE,12.7794,45.0367,83.46,65,0,15.43
596,Kijang,KR,35.2442,129.2139,49.73,45,64,5.82
597,Pangkalanbuun,ID,-2.6833,111.6167,75.61,97,100,0.6
598,Verin,ES,41.9415,-7.4381,61.56,82,96,9.4
599,Port Augusta,AU,-32.5,137.7667,61.57,78,43,8.43
600,Les Cayes,HT,18.2,-73.75,86.41,63,89,8.3
601,Ugoofaaru,MV,5.6667,73.0,81.95,79,84,14.88
602,Atambua,ID,-9.1061,124.8925,77.7,84,99,2.55
603,Nara,JP,34.6851,135.8049,57.49,55,0,2.62
604,Rundu,NA,-17.9333,19.7667,86.68,23,68,6.11
605,Rudsar,IR,37.1376,50.288,71.58,53,100,11.07
606,Ipixuna,BR,-1.7625,-48.8043,94.91,43,95,5.93
607,Gilgit,PK,35.9221,74.3087,46.72,72,99,0.69
608,Oistins,BB,13.0667,-59.5333,78.89,89,75,21.85
609,Riyadh,SA,24.6877,46.7219,86.14,11,0,4.99
610,Pokhara,NP,28.2333,83.9833,61.18,57,0,6.73
611,Colac,AU,-38.3333,143.5833,55.17,93,89,5.01
612,Bintulu,MY,3.1667,113.0333,79.21,100,20,0.0
613,Maniitsoq,GL,65.4167,-52.9,28.76,49,100,6.76
614,Swellendam,ZA,-34.0226,20.4417,65.12,56,8,11.34
615,Goya,AR,-29.14,-59.2626,68.86,80,100,10.09
616,Bulungu,CD,-4.55,18.6,74.43,90,100,4.25
617,Chickasha,US,35.0526,-97.9364,63.5,58,0,6.91
618,Rabaul,PG,-4.1967,152.1721,78.84,80,10,6.98
619,Necochea,AR,-38.5473,-58.7368,77.65,40,51,8.52
620,Luba,GQ,3.4568,8.5547,82.29,84,97,11.95
621,Terrace,CA,54.5163,-128.6035,42.71,93,75,4.61
622,Hambantota,LK,6.1241,81.1185,80.94,89,100,4.61
623,Uchiza,PE,-8.4592,-76.4633,86.76,58,95,2.53
624,Bridgton,US,44.0548,-70.7128,52.34,64,3,10.76
625,Moranbah,AU,-22.0016,148.0466,69.13,95,35,8.86
626,Bossangoa,CF,6.4926,17.4552,75.54,89,97,3.51
627,Ocos,GT,14.5094,-92.1933,82.33,81,87,10.36
628,Matagami,CA,49.7502,-77.6328,37.51,100,100,5.75
629,Merrill,US,45.1805,-89.6835,47.89,42,0,4.61
630,Berbera,SO,10.4396,45.0143,84.83,65,71,8.43
631,Porto Novo,BJ,6.4965,2.6036,85.82,72,67,7.45
632,Great Bend,US,38.3645,-98.7648,64.62,43,0,11.5
633,Gorom-Gorom,BF,14.4439,-0.2361,97.79,12,0,12.08
634,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,103.84,12,3,9.08
635,Hirado,JP,33.3597,129.5531,65.41,56,3,6.4
636,Tigil,RU,57.8,158.6667,25.14,95,100,6.15
637,Ghanzi,BW,-21.5667,21.7833,86.4,22,67,7.87
638,Clarence Town,AU,-32.5833,151.7833,66.94,99,100,2.13
639,Dutlwe,BW,-23.9833,23.9,86.43,22,10,13.89
640,Mao,ES,39.8885,4.2658,73.96,88,20,13.8
641,Kokorevka,RU,52.5872,34.2778,44.11,70,99,9.46
642,Tura,IN,25.5198,90.2201,68.49,88,0,4.47
643,Huilong,CN,31.8111,121.655,64.92,77,76,9.78
644,Touba,CI,8.2833,-7.6833,83.17,61,42,2.59
645,Belaya Gora,RU,68.5333,146.4167,-1.28,94,95,5.28
646,Bowen,AU,-20.0167,148.2333,74.93,85,70,8.37
647,Kollo,NE,13.3043,2.339,100.83,13,97,1.63
648,Hearst,CA,49.6835,-83.6665,32.25,95,100,7.23
649,Kousseri,CM,12.0769,15.0306,96.76,20,0,5.75
650,Mahibadhoo,MV,3.7833,72.9667,82.2,77,80,14.52
651,Lahij,YE,13.1667,44.5833,79.2,62,0,8.32
652,Rock Sound,BS,24.9,-76.2,80.31,75,99,8.57
653,Tukrah,LY,32.5341,20.5791,71.24,64,4,11.9
654,Malinovskiy,RU,61.1953,62.8397,34.02,74,94,11.61
655,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,51,40,8.95
656,Mayo,US,38.8876,-76.5119,59.07,50,0,8.05
657,Maseru,LS,-29.3167,27.4833,69.84,52,84,2.35
658,Korla,CN,41.7597,86.1469,55.51,32,100,7.09
659,Conneaut,US,41.9476,-80.5542,42.69,54,100,18.61
660,Coueron,FR,47.2151,-1.7217,71.55,62,20,13.8
661,Noumea,NC,-22.2763,166.4572,66.18,78,100,10.31
662,Dawei,MM,14.0833,98.2,76.05,78,55,6.42
663,Ranong,TH,9.9658,98.6348,75.79,95,100,4.18
664,Grand-Bourg,GP,15.8835,-61.3148,86.2,76,10,15.01
665,Nampula,MZ,-15.1165,39.2666,87.75,30,40,11.99
666,Contamana,PE,-7.3333,-75.0167,94.51,40,98,5.01
667,Kismayo,SO,-0.3582,42.5454,77.68,82,84,12.57
668,Burns Lake,CA,54.2331,-125.7533,27.82,83,4,2.62
669,Uthal,PK,25.8072,66.6219,80.53,67,0,5.95
670,Harstad,NO,68.799,16.5293,40.39,100,100,2.35
671,Kaeo,NZ,-35.1,173.7833,56.32,94,71,10.85
672,Masunga,BW,-20.6246,27.4488,82.98,18,62,12.03
673,Bartica,GY,6.4,-58.6167,89.92,59,44,3.09
674,Buta,CD,2.7858,24.73,79.12,74,100,0.47
675,Kontagora,NG,10.3999,5.4695,88.97,40,21,2.71
676,Pangnirtung,CA,66.1451,-65.7125,30.2,69,75,26.46
677,Hokitika,NZ,-42.7167,170.9667,46.54,86,11,4.25
678,Lodja,CD,-3.4833,23.4333,70.86,93,100,1.52
679,Miles City,US,46.4083,-105.8406,43.77,61,0,5.75
680,Lyubim,RU,58.3625,40.6843,35.8,86,61,6.26
681,Kirakira,SB,-10.4544,161.9205,80.02,84,71,7.83
682,Viedma,AR,-40.8135,-62.9967,77.05,23,9,13.6
683,Vilhena,BR,-12.7406,-60.1458,82.62,65,20,12.66
